"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"TP_ABRANGENCIA";"SG_UF";"SG_UE";"NM_UE";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO";"ST_VOTO_EM_TRANSITO";"QT_VOTOS_NOMINAIS";"QT_VOTOS_LEGENDA"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16047";"CAIÇARA DO NORTE";"16047";"CAIÇARA DO NORTE";"52";"11";"Prefeito";"Coligação";"13";"PT";"Partido dos Trabalhadores";"200000105263";"CAICARA CONTINUA CRESCENDO";"PT / PROS";"N";"1942";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"18350";"SÃO FERNANDO";"18350";"SÃO FERNANDO";"23";"11";"Prefeito";"Coligação";"11";"PP";"PROGRESSISTAS";"200000074277";"A FORÇA QUE VEM DO POVO";"PP / MDB";"N";"1276";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16896";"IELMO MARINHO";"16896";"IELMO MARINHO";"46";"11";"Prefeito";"Partido isolado";"13";"PT";"Partido dos Trabalhadores";"200000105483";"PARTIDO ISOLADO";"PT";"N";"320";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16497";"CARNAUBAIS";"16497";"CARNAUBAIS";"47";"11";"Prefeito";"Partido isolado";"18";"REDE";"Rede Sustentabilidade";"200000058131";"PARTIDO ISOLADO";"REDE";"N";"94";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16730";"FELIPE GUERRA";"16730";"FELIPE GUERRA";"45";"11";"Prefeito";"Coligação";"22";"PL";"Partido Liberal";"200000095026";"FELIPE GUERRA EM BOAS MÃOS";"PT / PL / PSB / REPUBLICANOS / DEM";"N";"3201";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16047";"CAIÇARA DO NORTE";"16047";"CAIÇARA DO NORTE";"52";"11";"Prefeito";"Partido isolado";"40";"PSB";"Partido Socialista Brasileiro";"200000105413";"PARTIDO ISOLADO";"PSB";"N";"366";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16233";"AREZ";"16233";"AREZ";"67";"11";"Prefeito";"Coligação";"40";"PSB";"Partido Socialista Brasileiro";"200000147702";"Arez mais forte e para todos";"PSB / PSDB / PC do B";"N";"3872";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17175";"JOSÉ DA PENHA";"17175";"JOSÉ DA PENHA";"42";"11";"Prefeito";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"200000087383";"PARA FAZER MUITO MAIS";"REPUBLICANOS / PT / PSDB";"N";"2549";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"16292";"BARCELONA";"16292";"BARCELONA";"19";"11";"Prefeito";"Coligação";"45";"PSDB";"Partido da Social Democracia Brasileira";"200000117691";"NO RUMO CERTO";"PSDB / PC do B";"N";"1926";"0"
"26/11/2020";"11:39:02";"2020";"2";"Eleição Ordinária";"1";"426";"Eleições Municipais 2020";"15/11/2020";"M";"RN";"17175";"JOSÉ DA PENHA";"17175";"JOSÉ DA PENHA";"42";"13";"Vereador";"Partido isolado";"13";"PT";"Partido dos Trabalhadores";"200000089594";"PARTIDO ISOLADO";"PT";"N";"35";"1"
